Sample_Num,PPG_Sensor1_Raw,PPG_Sensor2_Raw
277,1308623275,3137382528
278,822084010,3204497626
279,3103785386,1040187642
280,939524522,3170893908
281,603980202,1006645376
282,2130706859,3204448256
283,425,250
284,2919236010,1023410292
285,1107296682,1006633136
286,536871338,3137380480
287,2986344874,3204448378
288,738197930,1023410176
289,486539690,72
290,2214592937,1006674048
291,3321889194,3204448378
292,3372220843,3170893946
293,654311850,1023410268
294,2449473963,1006633120
295,687866282,3137372288
296,4211081642,3204448506
297,2248147370,1023410298
298,1476395433,3187671170
299,3338666410,1006653568
300,1325400490,3204448506
301,3254780330,3170926651
302,671089066,1040187508
303,520094122,1006633160
304,1157628330,3137364096
305,2248147370,3204464796
306,83886507,1040220219
307,425,3187671132
308,2080375210,1006665856
309,3372220842,3204448378
310,3523215786,3170943194
311,889192873,1040187480
312,3422552489,1006633088
313,3120562601,3137362048
314,3690987946,3204448506
315,1073742250,1040187492
316,1207959977,1006633128
317,2952790442,3137378432
318,788529578,3204448506
319,1476395434,1023443003
320,2298479017,3187671164
321,3992977834,1006655616
322,503316906,3204448378
323,3137339819,3170894074
324,67109290,1023410336
325,285213097,3137372288
326,3858760107,3204448506
327,369099178,3170926651
328,3539993002,3187671140
329,3506438570,1006633128
330,3388998058,3137339642
331,1862271403,3170926779
332,1056965034,1040220219
333,3019899307,3187671216
334,905970091,3137339514
335,956301739,3187687580
336,2650800555,1040187642
337,2734686636,3170893960
338,2298479018,3137388672
339,3338666411,3204448378
340,3355443627,3170926651
341,2952790443,3187671116
342,1358954923,1006633208
343,3925868971,3137339514
344,4043309483,3187687580
345,436208042,1040187642
346,3942646187,3170894008
347,2348810668,3137368192
348,1224737196,3204481083
349,603980203,3187671162
350,16777643,3187671156
351,2634023339,1006633136
352,1677722027,3137339392
353,2063597995,16540
354,1392509355,1040187642
355,637534635,3170893976
356,16777643,3137374336
357,335544746,3204448378
358,2583691690,3170926651
359,2667577770,3187671176
360,2868904363,3137362048
361,2885681578,3204448506
362,4278190506,3170893946
363,1610613162,3170893948
364,4211081643,1006633152
365,1191182762,3137339514
366,2717909417,3170893946
367,4177527210,1040187514
368,3707765162,3170893904
369,1895825827,3137349760
370,3758096801,3204448256
371,1795162529,250
372,1577058716,3170893952
373,3422552477,1006633144
374,1778385309,3137339514
375,469762459,3187671040
376,3707765148,122
377,3992977819,3170894008
378,3254780315,3137376384
379,251658650,3204448256
380,3875537306,122
381,2550137240,3187671124
382,4261413273,1006633112
383,3892314521,3137372219
384,3070230937,3187687580
385,184549784,1040220219
386,3523215768,3187671200
387,4060086680,3137368192
388,1862271384,3204481083
389,318767511,3187703867
390,3321889174,3187671160
391,3305111959,1006633120
392,2466251159,3137339514
393,50332055,3170926651
394,536871319,1040187514
395,1627390358,3187671240
396,3892314519,3137378432
397,335544726,3204481083
398,3657433494,3187703867
399,1275068822,3187671140
400,3858760085,1006633112
401,3271557526,3137355932
402,1761608086,3187687580
403,3053453717,1040220219
404,3388998037,3187671224
405,3808428437,3137364096
406,3607101845,3204481083
407,1694499219,3187671162
408,1795162500,3170893960
409,939524483,1006632992
410,3640656268,3137339642
411,1426063765,3170893824
412,1493172649,122
413,3036676516,3187671184
414,2281701800,3137368192
415,3120562605,3204448506
416,3170894344,3170894074
417,3808428347,3170893952
418,2449474559,1006633176
419,4278190330,3137339642
420,452984852,3170943194
421,2281702113,1040220219
422,2466251144,3187671232
423,2214592789,3137376384
424,671088849,3204448256
425,1811939436,122
426,2919235662,3187671168
427,301989949,3137357952
428,486539297,3204481083
429,1157627928,3187671040
430,4160749586,120
431,570425358,1006633008
432,2080374797,3137339642
433,1811939340,3170893946
434,3221225484,1040187514
435,637534220,3187671184
436,1744830476,3137372288
437,889192459,3204448256
438,3506438155,250
439,3523215371,3170893936
440,2936012811,1006633112
441,2063597579,3137372219
442,2449473547,3187671290
443,2432696331,3170926651
444,3623878667,3187671200
445,2046820362,3137382528
446,2600468489,3204481083
447,855638025,3187687580
448,1291845641,3187671144
449,671088649,1006633152
450,1157627913,3137339514
451,1442840585,3170893946
452,2449473546,1040187514
453,335544330,3187671240
454,2902458379,3137368192
