Sample_Num,PPG_Sensor1_Raw,PPG_Sensor2_Raw
1165,3523215733,1107349636
1166,3170894197,3204448261
1167,3053453685,3187728486
1168,2852127093,3204453923
1169,2919235957,3238023363
1170,2885681525,3221250227
1171,2466251125,1040187559
1172,2667577717,3170954409
1173,3372220789,1073799211
1174,3539992949,3238002938
1175,3439329653,1023422582
1176,3942646133,3204478141
1177,4211081589,1090542785
1178,4110418294,1073791112
1179,268435830,1040220334
1180,402653558,3170930793
1181,956301686,3204467268
1182,385876342,1090581755
1183,285213046,3221225668
1184,374,1040228464
1185,1258291574,3204507178
1186,1107296630,1090560140
1187,889192822,3204456612
1188,1409286518,1040236562
1189,1476395382,3187708012
1190,1879048566,3204501636
1191,1845494134,3221274714
1192,2315256182,3204448441
1193,2617246070,1040220219
1194,3338666358,1057028135
1195,4060086647,1073789064
1196,536871287,3221258241
1197,671089015,3187712113
1198,167772535,3204481083
1199,100663670,3204455586
1200,4194304374,3221282990
1201,4261413238,1040187605
1202,3841982838,3170893946
1203,3657433463,1073804539
1204,16777590,3221225662
1205,4160749942,1040187504
1206,3925868918,3204505771
1207,4194304374,1056991295
1208,3472884086,1073742048
1209,3607101814,3170910323
1210,3590324598,3204468931
1211,3070230902,3204508841
1212,3154116982,3221258421
1213,2986344822,1040187625
1214,2382365046,3170935989
1215,2701132150,1073782796
1216,2231370102,1073804539
1217,1711276406,3221258472
1218,1778385270,3170922601
1219,1795162486,3204509778
1220,1543504246,1073804539
1221,1392509302,3221225657
1222,1258291573,1040220338
1223,2550137205,3170897144
1224,956301681,3221287464
1225,1174405481,1090560012
1226,3741319528,3221229683
1227,4177527143,3204466798
1228,3489661287,3221274247
1229,2315256166,1090519235
1230,1694499174,1040220295
1231,1828716902,3170943086
1232,1342177636,3204477076
1233,2852127077,3204491358
1234,385876324,3221274657
1235,1677721955,1040240739
1236,2432696675,3204452153
1237,2466251107,3254780026
1238,1291845987,1073742051
1239,251658594,1040203795
1240,4060086626,3187720306
1241,3388997986,3204494556
1242,2432696674,3221255592
1243,218104162,1090568429
1244,738197857,1040188347
1245,3288334689,3238021358
1246,2466251105,3221259834
1247,1761608033,1090519044
1248,956301665,3187671139
1249,503316832,3204456651
1250,4278190432,3204505808
1251,2516582752,1040236556
1252,2516582752,3187695726
1253,1677721952,3204509906
1254,1006633312,1056976073
1255,654311776,3221250227
1256,67109215,1040187502
1257,3305111903,3204481083
1258,2835349855,3187703867
1259,2382365023,3187687619
1260,1358954847,1040234504
1261,1828716895,1073742074
1262,1409286457,3170893946
1263,3607101717,1056997522
1264,2818572563,3170898024
1265,4244635932,3204472938
1266,3439329579,1073774651
1267,704643431,1040203967
1268,3254780301,1040220388
1269,1761608087,3170934924
1270,1040187826,1057001698
1271,3825205729,3221270707
1272,3657433574,3221241972
1273,2533360091,3204460658
1274,603980478,1073750219
1275,452985637,1056981179
1276,1811940282,1040187497
1277,1778385144,3170898028
1278,3573547782,3204464796
1279,3674210805,3187703995
1280,3623878857,3187687601
1281,2415919226,1040207980
1282,352321619,3204448378
1283,1107296288,1056997435
1284,3590324244,3221258446
1285,3623878670,3170926702
1286,3338665991,3204493491
1287,2181038086,1073741946
1288,3003121669,1056964803
1289,2499805190,1040220366
1290,2785017863,3170936926
1291,50331655,1073791066
1292,721420294,3221227727
1293,3607101446,3221258406
1294,3456106502,3170955380
1295,2617245702,3204479078
1296,469762054,3221225594
1297,251658246,3221274805
1298,268435462,1040216177
1299,234881029,3204487223
1300,2113929221,1073766506
1301,1593835525,3204481172
1302,2080374789,3170893940
1303,3825205254,3204468931
1304,2197815303,3204493363
1305,2332033032,3221266606
1306,1509949449,1040220298
1307,3758096394,3170917569
1308,3405774859,1073758364
1309,2885681166,3204505643
1310,1342177296,3204448435
1311,1174405136,3170898032
1312,3657433104,3204466798
1313,1375731726,1073741946
1314,2449473549,3187695785
1315,1426063371,1040220344
1316,1241513993,3170951339
1317,3472883721,3221254292
1318,4227858442,1057011720
1319,4177526796,3221225610
1320,2264924172,3170938994
1321,1912602637,3204481211
1322,922746891,1040203956
1323,3288334347,1040220350
1324,184549386,3170893936
1325,4026531850,3204497626
1326,1744830476,3187671290
1327,3875536912,1056964787
1328,822083602,1040224482
1329,3489660957,3204464668
1330,369098783,3204481211
1331,469762080,1056964799
1332,1862271013,3170951278
1333,469762088,3204507648
1334,704643114,3221283009
1335,1040187444,1040220331
1336,452984886,3170947182
1337,3657433145,3204448506
1338,4143972415,3204497626
1339,3556769858,1040187574
1340,1627390026,1040232561
1341,1694498928,3204468931
1342,3456106646,1056964858
1343,16777412,3187671221
1344,385876267,1040187563
1345,973078949,3170902130
1346,1677722127,3204448506
1347,771752694,3187703995
1348,872415323,3204481204
1349,3858760506,1040216177
1350,2080375663,3204448506
1351,3556770656,3170910364
1352,2264925035,3204448435
1353,1191183244,1040240754
1354,754975686,3204509906
1355,452984834,3204505643
1356,1124073559,1056989361
1357,704643113,1040187559
1358,1358955499,3170938994
1359,3909092156,3204489228
1360,218104490,3204452516
1361,2868904616,1057013938
1362,1040188171,1040232557
1363,1593836357,3204487693
1364,3909092130,3238049928
1365,3204449022,3221266605
1366,704643831,1040220319
1367,3741319940,3170922612
1368,2902459166,3204448378
1369,553648958,3170894074
1370,570426151,1056964790
1371,2181038874,1040220347
1372,352322330,1057013978
1373,1946157851,3187687580
1374,1191183134,3187671208
1375,3741319956,3170918515
1376,3690988297,3204448378
1377,4227859207,1040220219
1378,1023410950,1040236746
1379,3925869312,1040220324
1380,2785018616,3170910364
1381,1174405865,1056997563
1382,2315256551,3187720362
1383,3053454051,1040187507
1384,4211081918,3204458528
1385,3321889450,1073799211
1386,1778385580,3204448424
1387,822084409,3170943086
1388,285213640,3204481083
1389,3674211310,1040220347
1390,3590324230,3187728563
1391,738197509,1040220333
1392,1006632964,3170943194
1393,1191182341,3187687580
1394,3909091332,3187703981
1395,3791650820,1040195697
1396,3791650824,3204448506
1397,1845493769,3187695850
1398,3405774862,1056964730
1399,2046820369,3204460661
1400,3271557140,3204501636
1401,150994962,3204486286
1402,3741319181,1073782966
1403,2248146953,1040220310
1404,2986344455,3170955379
1405,2667577357,3204448378
1406,671088651,1057022123
1407,1174405133,1056972986
1408,184549391,1040191601
1409,3825205269,3204489356
1410,4060086292,3204448378
1411,889192467,1056964781
1412,1526726672,1040220329
1413,3388997651,3170951280
1414,570425366,3204474943
1415,2030043155,3221254292
1416,1593835538,1056989354
1417,956301329,1040195696
1418,201326604,3204505643
1419,3858759694,3204464796
1420,2013265933,3187671194
1421,654311434,3170938993
1422,3204448265,3204505771
1423,2751463433,3204464796
1424,3875536907,3187695794
1425,822083596,1040187558
1426,436207628,3170943194
1427,1191182344,3187671162
1428,2701131783,1023451148
1429,3506438155,1056997537
1430,402653190,3170914417
1431,486539268,3204481083
1432,3909091332,3204497586
1433,67108871,1040187563
1434,2801795077,3170898034
1435,3841982469,3204464668
1436,2113929220,1056997435
1437,2583691268,3187703985
1438,687865859,1040220219
1439,1862270976,3204448378
1440,3892314116,1040220219
1441,4127195141,3187671198
1442,2919235585,3170906224
1443,922747901,3204448506
1444,4043310077,3187671040
1445,771752957,32934
1446,738198525,3170938993
1447,234882044,3204448378
1448,3942646780,3187712012
1449,3053454331,3204473012
1450,3724542971,1040187550
1451,1191183355,3170910236
1452,822084602,3204464668
1453,855639034,1056964730
1454,1442841594,3187671202
1455,1660945402,3170938994
1456,1811940346,3204456523
1457,318768122,3204448506
1458,1157628923,1023459506
1459,822084603,1040220317
1460,2902459387,3170910364
1461,1895826428,1056997435
1462,184550396,3187671162
1463,520094714,1040187570
1464,3892315132,3170930801
1465,2701132798,3204489228
1466,2583691265,3204481083
1467,2516582403,1040244920
1468,2046820356,1040220310
1469,3036676101,3170894074
1470,3674210309,1023410298
1471,3590324229,1056993428
1472,3103784964,3204481184
1473,3489660932,3170947184
1474,2717908996,3204448506
1475,1795162116,1040220219
1476,3472883716,3187687603
1477,3640655876,1040187548
1478,1493172228,3170943194
1479,1694498820,3187703867
1480,805306370,1056981148
1481,2600469500,3187671196
1482,553649148,3170918513
1483,1493173244,3204464796
1484,2046821371,1040187392
1485,4076864508,16561
1486,520094716,1040220328
1487,3070231550,3170934796
1488,2080375806,3204448378
1489,3456106496,1040187514
1490,973078529,1023443102
1491,184549377,3170914417
1492,1795162113,3204448378
1493,2885681155,3170893824
1494,1258291203,16562
1495,2248146947,1040187563
1496,4227858437,3170926779
1497,385875973,3187703867
1498,1593835525,3187671040
1499,2113929221,156
1500,3841982470,3170951281
1501,2264924166,3204448506
1502,2046820358,3187687603
1503,3355443207,1040220320
1504,704643079,3170898034
1505,1241513991,3204448378
1506,2868903943,1040220219
1507,1795162119,3187703987
1508,1073741831,1040220347
1509,1342177288,3187671162
1510,1493172232,3187671290
1511,2097152008,1040220326
1512,3506438153,3170922609
1513,3036676105,3204448506
1514,2717909001,3170918577
1515,1023410185,1040220322
1516,2080374793,3170943089
1517,2466250761,3204448378
1518,1761607689,3170893824
1519,2516582409,57519
1520,3657433099,1040207985
1521,536870923,3204464668
1522,2298478603,1056981148
1523,2684354571,3204481206
1524,1912602635,1040220317
1525,150994955,3170947185
1526,671088651,3204448378
1527,4278190092,3170894074
1528,1694498828,3187695793
1529,2315255821,1040240752
1530,1778384909,3204497626
1531,2902458381,3187703995
1532,3523215374,1040203953
1533,1409286158,1040220320
1534,3674210319,3170922609
1535,2399141904,3204448378
1536,4261412881,3187671040
1537,83886096,32947
1538,3976200208,1040220271
1539,4110417937,3204505643
1540,1912602641,3204448378
1541,2533359634,1040220337
1542,2013265938,1040232562
1543,1056964625,3204448506
1544,3254779921,3170910364
1545,2164260882,1040220334
1546,201326610,1040187569
1547,905969683,3170906227
1548,3388997653,3204489228
1549,1509949462,1057017988
1550,1895825430,3204489393
1551,3523215382,1040216175
1552,3909091350,3204448378
1553,3657433111,1056997563
1554,1962934295,1040228530
1555,2952790039,1040187550
1556,1409286165,3170910322
1557,1241514003,3204464796
1558,1644167186,3187695722
1559,469762062,3204489396
1560,11,1040195698
1561,1426063368,3204448506
1562,3187671046,1023467563
1563,1744830470,1056964785
1564,855638022,1040187551
1565,5,3170951280
1566,1426063365,3204481083
1567,587202564,1056964608
1568,2449473540,49329
1569,3539992581,1040244849
1570,134217733,3204456523
1571,3288334342,3204489228
1572,3053453319,1056997540
1573,2432696327,3170906225
1574,3271557127,3204481083
1575,3456106503,3187687580
1576,2868903942,1040203955
1577,3170893830,1040220326
1578,2214592518,3170918506
1579,3841982470,3204464796
1580,2080374789,1040187514
1581,4143972357,3187671203
1582,1191182340,3170914417
1583,4278190084,3204481211
1584,3808428036,1040220219
1585,2717908996,3187695793
1586,1207959556,1040187561
1587,1895825412,3170926651
1588,2566914052,1040187642
1589,3523215365,3170943154
1590,1191182341,1040236656
1591,1862270980,3204448378
1592,4177526789,3187703995
1593,788529157,1040228530
1594,1577058309,1040220320
1595,1073741829,3170918513
1596,520093700,3204448506
1597,486539267,3170893946
1598,704643074,3187671218
1599,838860802,1040191601
1600,1224736769,3204448378
1601,3942645762,3170926779
1602,83886081,1040228531
1603,3724541953,1040220322
1604,2801795072,3170902130
1605,2080375806,3204464796
1606,2801796094,1040187392
1607,2566915070,57522
1608,1644168191,1040212080
1609,2801795072,3204456523
1610,1476395008,3204448378
1611,4026531842,1040203953
1612,2080374787,1040220323
1613,721420291,3170914417
1614,973078531,3204481083
1615,3372220419,1040187514
1616,2315255811,1023467697
1617,2449473539,1040187642
1618,1627389955,3170910364
1619,1627389955,1040187514
1620,1778384899,3187703964
1621,83886082,3170951281
1622,3707764738,3204448256
1623,4076863491,16563
1624,218103811,1040187557
1625,1493172226,3170893946
1626,3305111554,1040187514
1627,2046820354,1023443003
1628,754974721,3187671200
1629,3137339393,3170918513
1630,805306368,3204481083
1631,4278190080,3187703986
1632,3422552065,1040244848
1633,956301312,3204448256
1634,3841982465,32827
1635,318767105,3187720370
1636,369098752,1040187554
1637,3556769792,3170910321
1638,3422552064,3204448506
1639,3724541953,1023426716
1640,16777216,3187712179
1641,3892315135,1040224369
1642,3103785983,3204489228
1643,1795163135,3204448378
1644,1073742847,1023434929
1645,2751464447,1040220318
1646,2701132799,3170902128
1647,3892314112,3204481211
1648,905969664,1040187642
1649,704643072,3187720370
1650,1509949440,1040187392
1651,1426063360,0
1652,2902458370,122
1653,1006632962,1023410340
1654,2701131779,3170914417
1655,201326595,3204448506
1656,486539266,3170893946
1657,4227858434,3170934963
1658,2013265922,1040220328
1659,2197815298,3170910364
1660,2936012802,3187671162
1661,2852126721,1040220347
1662,4177526785,3187671202
1663,2701131777,3170951280
1664,16777217,3204481083
1665,1644167169,3187687580
1666,3103784962,3187720369
1667,771751938,1040220318
1668,1879048194,3170926779
1669,1291845634,3187671162
1670,1509949442,1040236762
1671,2818572290,3187703966
1672,771751937,3170943089
1673,3657433089,3204448378
1674,1795162112,1023410426
1675,922747903,3170918578
1676,2264925183,1040220319
1677,2969567232,3170894074
1678,2013265920,1040220219
1679,3187671041,3187703985
1680,973078530,1040240753
1681,285212675,3204448506
1682,134217731,3187671162
1683,2181038083,1040220318
1684,3690987524,3170930801
1685,3674210308,3204481211
1686,3640655876,3187671162
1687,3506438148,3170926770
1688,4127195141,1040220323
1689,838860805,3170893946
1690,2650800134,3187671290
1691,6,1040220347
1692,2231369735,3187671199
1693,4076863496,3170922609
1694,2281701384,3204481211
1695,1342177287,3187712012
1696,1811939331,3204473009
1697,1862270979,1040220319
1698,251658243,3170934796
1699,905969667,3204481211
1700,771751939,1040187514
1701,805306370,3187703960
1702,3992977409,3170930801
1703,2785017857,3204448378
1704,452984832,3187671162
1705,3674211327,3170934963
1706,1929380859,1040220319
1707,1577059322,3170934796
1708,134218744,3204448506
1709,3271558133,1040187392
1710,3774874612,32928
1711,2197816308,3170918513
1712,2181039093,3204464668
1713,1191183345,3204489395
1714,2986345451,1040220317
1715,1207960556,3170910321
1716,771752942,3204464796
1717,1577058404,1040220219
1718,1006633144,3187687602
1719,3137368192,1040220347
1720,3204481083,3187671162
1721,1040187514,1040187548
1722,3170893932,3170947185
1723,1006665787,3204448378
1724,3187671290,3187703867
1725,1023443003,1040220321
1726,3187671184,3170914416
1727,3137382528,3204464668
1728,3204448378,3204448378
1729,3170926651,3187728563
1730,3187671124,1040187547
1731,1006633120,3170893946
1732,3137339642,1040220347
1733,3170926651,1040187642
1734,1040187514,3170906224
1735,3187671168,3204481083
1736,3137364096,3204489228
1737,3204448378,1057013938
1738,3170894074,1040220319
1739,3170893948,3170938993
1740,1006633128,3204489228
1741,3137372219,1057005580
1742,3187671290,3204505779
1743,1023410298,1040187514
1744,3187671200,1023410298
1745,3137378432,1040187642
1746,3204448506,3170893969
1747,3170893946,3170934897
1748,3187671116,3204497626
1749,1006633144,3187679410
1750,3137339642,1040187551
1751,3170926651,3170938992
1752,1040220219,3204448506
1753,3187671192,1023451148
1754,3137360000,1057022131
1755,3204448506,1040220272
1756,3170893824,3204497498
1757,96,3204448256
1758,1006633200,57524
1759,3137339642,1040220323
1760,3170893946,3170910322
1761,1040187642,3204481083
1762,3170894032,1040220339
1763,3137362048,1040187548
1764,3204481083,3170955377
1765,3187671162,3204464668
1766,3187671164,1056997435
1767,1006633120,3187712177
1768,3137339514,1040187514
1769,3170893946,3170926651
1770,1023410298,3187728427
1771,3187671192,1056997534
1772,3137362048,3170947185
1773,3204448506,3204448506
1774,3170893946,3187712183
1775,3170893960,1040220319
1776,3137380480,3170910322
1777,3204448506,3204464796
1778,3170926651,1040187392
1779,3187671148,49326
1780,1006633120,1040244779
1781,3137339642,3204448378
1782,3170926651,3187703867
1783,1040220219,1056997527
1784,3187671248,3170918513
1785,3137362048,3204489356
1786,3204448378,3204497585
1787,3170926651,1040220323
1788,3187671156,3170898034
1789,1006633128,3204481083
1790,3137339392,3204456523
1791,122,1056972980
1792,1040203932,1040240772
1793,3187671152,3204448506
1794,3137376384,3170926779
1795,3204448378,1040187546
1796,3170893932,3170926705
1797,1006633160,3204448256
1798,3137357952,32946
1799,3204481083,1040220312
1800,1040187514,3170926651
1801,3187671144,3187671162
1802,1006665787,3170910364
1803,3187687580,3187703960
1804,1040236762,3170914417
1805,3187671168,3204448378
1806,3137372288,3170934963
1807,3204481083,1040187546
1808,3187671162,3170902129
1809,3187671152,3204448506
1810,1006633168,3170910364
1811,3137372219,3187728562
1812,3187671290,1040224369
1813,1023443003,3204448256
1814,3187671208,122
1815,3137370240,3187695796
1816,3204448506,1040207985
1817,3170926651,3204448378
1818,3187671132,1023443003
1819,1006633160,1040203956
1820,3137339514,1040187542
1821,3170926651,3170902129
1822,1040187642,3204497626
1823,3170894032,1040220347
1824,3137372288,3187712177
1825,3204448256,1040187506
1826,32827,3204448378
1827,3187671170,3187712012
1828,1006633136,1057005745
1829,3137372219,1040187547
1830,3187671290,3170947185
1831,1023443003,3204448378
1832,3187689600,1040187514
1833,3204448506,3187720369
1834,3170893824,1040216177
1835,124,3204448506
1836,1006633136,1023418547
1837,3137360000,1040220314
1838,3204448506,3170943089
1839,1023443003,3204448506
1840,3187671132,1023443131
1841,1006674048,3187703987
1842,3204481083,1040220272
1843,3187671290,3204448506
1844,1023410236,1023443003
1845,1006633112,1040203955
1846,3137370240,1040187549
1847,3204464796,3170906225
1848,1040187514,3204481083
1849,3187671120,3187671162
1850,1006661760,3187728562
1851,3204448378,1040203932
1852,3170893824,1040187514
1853,100,1023467563
1854,1006633128,3204481177
1855,3137380480,3170918513
1856,3204481083,3204481211
1857,1040187514,1040220339
1858,3170893904,1040220311
1859,3137343616,3170934896
1860,3204448506,3204448506
1861,3170893924,3170926651
1862,1006633176,3187679411
1863,3137382528,1040187514
1864,3204448378,1023443003
1865,3170910364,1040220347
1866,3187671084,3187703959
1867,1006676096,3170918513
1868,3204456523,3204448256
1869,1056964730,57523
1870,3170893958,1040220309
1871,1006676096,3170926705
1872,3204464796,3204448378
1873,3187703867,1040187642
1874,1040187520,3187687602
1875,1006633120,1040199793
1876,3137380480,3204448506
1877,3204448378,1023410426
1878,3170926651,3170926770
1879,3187671120,1040187547
1880,1006657664,3170893938
1881,3204481211,3204448506
1882,1040220219,1040228364
1883,3187671178,3204481201
1884,1006659712,1040203804
1885,3204448378,1056964858
1886,3170926651,1023410298
1887,3187671200,3170893981
1888,3137366144,3170922609
1889,3204448506,3204481083
1890,3170926651,3187712178
1891,3187671164,1040187550
1892,1006633176,3170902129
1893,3137339642,3204481211
1894,1023443131,1040220347
1895,3187671136,3187671221
1896,1006661760,1040224368
1897,3204448506,3204448378
1898,3170934796,3170894074
1899,1056964760,1023459505
1900,3137384576,1040187549
1901,3204448256,3170922610
1902,122,3204481083
1903,3187671156,1040236762
1904,1006633128,3187728562
1905,3137339514,1040248944
1906,3170910364,3204481083
1907,1040220219,3187671290
1908,3187671072,1023410355
1909,3137382528,1040199793
1910,3204448506,3204448506
1911,3170893946,3170943194
1912,3170893924,1040244914
1913,1006633104,1040187551
1914,3137339514,3170906225
1915,1023410298,3204448506
1916,1056964730,3170893946
1917,3187671216,3170902194
1918,3137349760,1040199793
1919,3204464668,3204448506
1920,1056964730,1023410298
1921,3170893932,3170918578
1922,1006667904,1040187547
1923,3204448506,3170934896
1924,3170893946,3204448378
1925,1040187488,3170926651
1926,1006633136,3187712178
1927,3137368192,1040187514
1928,3204464796,3170893946
1929,1040187642,1023410298
1930,3170893948,3187671195
1931,1006633210,3170943089
1932,3170893946,3204448506
1933,3170893946,3170893946
1934,3187671088,3187728562
1935,3137376384,1040187544
1936,3204448506,3170893946
1937,3170893944,3187671290
1938,1006633096,1023459546
1939,3137372288,3187703965
1940,3204448506,3170934897
1941,1040187514,3204481083
1942,3170893928,3187671040
1943,1006633082,49329
1944,3170893946,1040220312
1945,1040187514,3170926779
1946,3187671088,3187671040
1947,3137374336,250
1948,3204481083,1023443099
1949,3187671162,3170926704
1950,3187671148,3204448256
1951,1006633136,250
1952,3137372219,3170918578
1953,3187703867,1040187553
1954,1040220219,3170894074
1955,3187671248,3170893946
1956,3137364096,3170910364
1957,3204448256,3187703958
1958,122,3170893937
1959,3187671192,3204448506
1960,3137376384,1023443124
1961,3204448506,1040220314
1962,3170893824,3170893937
1963,108,3204464796
1964,1006633096,1040220219
1965,3137339642,3187720369
1966,1023443003,1040236656
1967,3187671120,3204505643
1968,1006645376,3204464668
1969,3204481083,1056981170
1970,3187671162,1040220315
1971,1040187480,3170947185
1972,1006633168,3204448506
1973,3137376384,1040187514
1974,3204448506,3170934961
1975,1023443003,1040212081
1976,3187671124,3204464796
1977,1006633082,3187720410
1978,1023443003,1040220339
1979,1040220219,1040187539
1980,3187671168,3170938992
1981,3137372288,3204481083
1982,3204448506,1040187642
1983,3170926651,1023426739
1984,3187671128,1040220273
1985,1006633072,3204481211
1986,3137372219,3187728427
1987,3187703867,1056981170
1988,1040220219,1040220322
1989,3187671224,3170938993
1990,3137390720,3204464796
1991,3204448506,3187671162
1992,3170926651,3170926770
1993,3187671140,1040195697
1994,1006633136,3204448256
1995,3137339392,49370
1996,122,1040187571
1997,3170926651,1040187549
1998,3187718272,3170898033
1999,3204448506,3204448378
2000,3170893946,3170926651
2001,1023410268,3187703987
2002,1006633072,1040220274
2003,3137360000,3204448378
2004,3204448506,1023443003
2005,3170893912,3187703987
2006,1006633184,1040240753
2007,3137372347,3204464796
2008,1040203932,1040187642
2009,3187671152,1023443122
2010,1006667904,1040220319
2011,3204481083,3170898033
2012,3187671162,3204448378
2013,1040187520,3170893946
2014,1006633208,3170894003
2015,3137366144,1040220273
2016,3204481083,3204481211
2017,3187671152,3187703995
2018,1006672000,1040203954
2019,3204448506,1040187548
2020,3170926651,3170902129
2021,1040187496,3204448378
2022,1006633104,1023410426
2023,3137368192,1023451315
2024,3204448378,1040191601
2025,1040187642,3204448378
2026,3170893944,3170926651
2027,1006645376,1040228531
2028,3204448506,1040187547
2029,3170893824,3170918513
2030,96,3204448378
2031,1006633112,1023410426
2032,3137368192,1023451313
2033,3204481083,1040228465
2034,1040187514,3204481083
2035,3187671132,3187671162
2036,1006672000,1040212146
2037,3204448256,1040187546
2038,250,3170922609
2039,1023410376,3204448256
2040,3137388672,122
2041,3204448378,1023467697
2042,1023443003,1040224369
2043,3187671120,3204448506
2044,1006633112,1023443003
2045,3137388762,1040228531
2046,1040236762,1040187544
2047,3187671096,3170951280
2048,1006657664,3204448378
2049,3204448506,3170943194
2050,3170894074,3187695794
2051,3170893984,1040248944
2052,3137339514,3204448256
2053,3170894074,122
2054,3170893946,1040244914
2055,3187671224,1040220311
2056,3137364096,3170934897
2057,3204448256,3204448378
2058,122,1040220219
2059,3187671182,3187695794
2060,1006633184,1040195697
2061,3137355932,3204481083
2062,1040187514,3187671290
2063,3187671156,1023459506
2064,1006661760,1040220312
2065,3204448378,3170902129
2066,3170893946,3204448378
2067,1023410376,1023426716
2068,3137370240,3187679410
2069,3204448506,1040228465
2070,3170894074,3204448378
2071,3170893936,3187671162
2072,1006667904,1023426739
2073,3204448378,1040220315
2074,3170894074,3170930801
2075,3170893888,3204448378
2076,1006633056,1023410298
2077,3137368192,1040244913
2078,3204448506,1040199794
2079,3170893946,3204481083
2080,3187671164,3187671040
2081,1006649472,16562
2082,3204448506,1040220314
2083,3170926779,3170902129
2084,3187671124,3204448256
2085,1006633152,16540
2086,3137357952,3187695795
2087,3204497626,1040232561
2088,3187671128,3204481083
2089,1006633040,1040187514
2090,3137355932,1023443124
2091,1040187642,1040220313
2092,3170893916,3170902129
2093,1006667904,3204481211
2094,3204448506,1040187514
2095,3170893946,3187728561
2096,1040187544,1040195697
2097,3137357952,3204448378
2098,3204448506,1023410426
2099,3170926651,3170951345
2100,3187671136,1040191601
2101,1006633160,3204481083
2102,3137372219,3187671162
2103,3187671162,3170894002
2104,1023426716,1040220316
2105,3187671216,3170947185
2106,3137366144,3204448506
2107,3204448506,3187728562
2108,3170926651,1040220315
2109,3187671152,3170893824
2110,1006633144,250
2111,3137339642,1023410298
2112,3170926651,3187671195
2113,1040203932,3170934896
2114,3187671200,3204448506
2115,3137355904,3170926651
2116,3204448506,3187687602
2117,3170893928,1040187549
2118,1006633088,3170893946
2119,3137366144,1023426716
2120,3204448256,1040228364
2121,250,3204481180
2122,3170893920,3170955377
2123,1006633082,3204481083
2124,3170893946,3187720410
2125,1023443003,3187720368
2126,3187671176,1040220314
2127,3137376384,3170893946
2128,3204448506,3187703995
2129,3170893900,1040187514
2130,1006633072,3187703960
2131,3137372288,3170951280
2132,3204481083,3204448506
2133,1040187642,3170894074
2134,3170893916,3170934963
2135,1006633210,1040220310
2136,3170926651,3170926651
2137,1040203932,3187687580
2138,3187671192,1040187642
2139,3137364096,3170893981
2140,3204464796,3170947184
2141,1040220219,3204448506
2142,3187671164,1023410298
2143,1006651520,3187720368
2144,3204448378,1040187547
2145,1040187514,3170894074
2146,3187671116,3170943194
2147,1006657664,1040203932
2148,3204448378,3187703960
2149,3170926651,3170893937
2150,1040187496,3204448378
2151,1006633136,1023410298
2152,3137374336,3187687602
2153,3204448378,1040220311
2154,3187671136,3170926651
2155,1006633128,1040220219
2156,3137372219,1040187642
2157,3187671162,1023443099
2158,1023410426,3170951281
2159,3170894000,3204448378
2160,3137382528,1023426716
2161,3204448378,3187712178
2162,3170894074,1040220314
2163,3170893892,3170910364
2164,1006633136,3187687580
2165,3137339514,1040203932
2166,3170910364,3187671194
2167,1040187514,3170898033
2168,3170900096,3204448378
2169,3204448378,1023410426
2170,1023426716,3170910386
2171,1040187492,1040187546
2172,1006633128,3170894074
2173,3137380480,1023426716
2174,3204448378,1040187514
2175,1023426716,3187671190
2176,3187671128,3170918513
2177,1006661760,3204448506
2178,3204481083,3170926779
2179,3187671290,3187728561
2180,1023410392,1040220320
2181,3137362048,3170893946
2182,3204448256,3170893824
2183,32827,32827
2184,3187671088,3187671193
2185,1006633136,3170918513
2186,3137372219,3204448506
2187,3187703867,1023451148
2188,3187703867,3204456626
2189,3187671208,1040220314
2190,3137360000,3170893946
2191,3204448256,1023443131
2192,122,3187720370
2193,3187671184,1040187550
2194,1006665856,3170926651
2195,3204481083,1040228364
2196,3187671290,3204489394
2197,3170893876,1040228465
2198,1006633168,3204464796
2199,3137378432,1040220219
2200,3204448256,1040244913
2201,16540,1040220316
2202,3187671128,3170930801
2203,1006651520,3204505643
2204,3204448506,3204497586
2205,3170926779,1040187541
2206,1040187524,3170894074
2207,1006633096,3170926779
2208,3137374336,1040220347
2209,3204448378,3187671191
2210,1023443003,3170943089
2211,3187671152,3204481211
2212,1006665787,3187671162
2213,3187703867,3187679411
2214,1040187514,1040187547
2215,3187671176,3170926779
2216,3137370240,3187703995
2217,3204448378,1040187642
2218,3187671128,3170893979
2219,1006633136,3170906225
2220,3137376384,3204481211
2221,3204448506,3187687580
2222,1023443003,3187671219
2223,3187671128,1040187547
2224,1006632960,3170893824
2225,32827,32955
2226,1040187514,1040187514
2227,3187671224,3170893976
2228,3137362048,3170943089
2229,3204481083,3204481211
2230,1040187514,3187687603
2231,3170893920,1040220312
2232,1006696576,3170934897
2233,3204481083,3204448256
2234,3187671162,122
2235,1040187456,1023418547
2236,1006694527,1040224369
2237,3204448256,3204481211
2238,16540,3187703867
2239,1040187500,1040220337
2240,1006633144,1040187549
2241,3137345664,3170955376
2242,3204448378,3204448378
2243,1023410426,3187671040
2244,3170893904,179
2245,1006643328,1040187507
2246,3204448378,3204481083
2247,3187703867,1057005708
2248,1040187600,1056964760
2249,3137368192,3170898034
2250,3204448378,3204489356
2251,1023426716,3204464796
2252,3187671112,3187728561
2253,1006633120,1040187547
2254,3137339642,3170910364
2255,3170910364,1040187514
2256,1040220219,1040195763
2257,3187671224,1040236656
2258,3137366144,3204448378
